Consumidor,NBO_1,NBO_2,NBO_3,NBO_4,NBO_5
15685,37,16,61,63,71
15686,43,48,32,46,54
15687,32,11,39,76,33
15688,67,29,48,2,9
15689,24,31,77,17,19
15690,2,6,56,67,70
15691,20,42,61,55,47
15692,57,44,61,56,14
15693,17,14,53,5,12
15694,23,13,38,28,49
15695,56,63,70,8,18
15696,6,12,36,11,26
15697,6,2,49,16,17
15698,34,10,23,69,13
15699,29,45,63,55,8
15700,10,20,23,56,66
15701,18,6,40,57,56
15702,68,78,52,59,41
15703,66,70,4,8,2
15704,5,78,31,14,30
15705,58,11,16,18,20
15706,24,31,9,27,65
15707,24,18,79,60,41
15708,49,12,68,1,3
15709,72,79,17,4,71
15710,19,71,4,25,35
15711,20,33,49,25,41
15712,47,56,21,59,65
15713,22,31,59,18,38
15714,21,2,79,7,22
15715,1,66,55,10,20
15716,20,29,37,42,17
15717,65,17,34,39,25
15718,54,21,23,61,24
15719,38,40,64,23,45
15720,52,12,36,19,31
15721,52,54,36,7,22
15722,66,76,26,13,19
15723,9,29,7,37,51
15724,53,49,24,17,23
15725,4,37,7,12,18
15726,39,21,63,29,33
15727,48,8,17,22,58
15728,1,32,54,7,24
15729,68,11,47,32,14
15730,58,1,56,59,22
15731,67,3,21,41,52
15732,44,32,72,60,8
15733,4,39,71,74,77
15734,57,10,79,3,21
15735,8,53,42,4,6
15736,64,80,7,19,1
15737,3,13,42,49,64
15738,39,17,65,25,43
15739,3,44,36,37,8
15740,56,13,19,22,40
15741,38,39,75,76,5
15742,65,5,61,39,31
15743,19,47,39,51,4
15744,56,72,26,39,12
15745,72,6,43,64,40
15746,36,78,74,54,14
15747,76,25,21,48,51
15748,62,50,11,10,12
15749,17,65,28,1,8
15750,25,35,51,33,65
15751,15,3,16,68,59
15752,1,74,2,35,64
15753,10,37,62,61,17
15754,9,64,71,16,19
15755,28,66,3,29,50
15756,21,47,20,3,53
15757,18,45,57,77,7
15758,20,35,16,32,33
15759,14,30,45,10,51
15760,49,75,3,19,28
15761,77,23,57,75,1
15762,4,19,63,1,22
15763,1,3,46,41,43
15764,39,28,47,6,36
15765,77,68,8,50,15
15766,37,5,21,58,59
15767,29,9,60,5,32
15768,45,75,4,58,11
15769,12,27,46,26,30
15770,33,42,8,25,27
15771,25,68,63,17,76
15772,67,19,51,37,63
15773,75,20,23,31,62
15774,15,23,28,39,57
15775,33,23,37,44,5
15776,77,61,50,58,27
15777,48,9,35,45,66
15778,44,62,67,10,30
15779,9,46,52,71,76
15780,3,62,19,21,33
15781,27,16,3,69,14
15782,33,14,45,50,53
15783,22,14,75,7,24
15784,27,50,1,15,26
15785,38,25,76,3,27
15786,5,52,63,76,72
15787,11,51,57,62,65
15788,54,80,40,76,48
15789,15,13,9,37,41
15790,80,48,72,23,25
15791,39,7,63,64,43
15792,17,30,26,5,13
15793,40,41,2,21,39
15794,18,61,42,25,28
15795,17,7,15,48,27
15796,69,44,35,36,1
15797,16,33,77,13,46
15798,45,6,12,36,56
15799,15,55,12,67,57
15800,1,11,57,3,14
15801,40,53,60,67,37
15802,48,65,20,28,4
15803,62,38,51,8,11
15804,70,4,21,77,26
15805,20,44,14,46,52
15806,8,54,20,21,38
15807,11,77,28,6,12
15808,19,24,45,46,27
15809,1,3,25,74,12
15810,10,71,73,2,20
15811,49,55,69,70,78
15812,72,71,79,50,7
15813,5,27,11,54,18
15814,21,39,16,27,9
15815,72,29,35,43,60
15816,75,79,56,15,18
15817,72,67,47,74,20
15818,21,7,64,33,15
15819,11,57,77,80,6
15820,73,45,33,40,21
15821,12,28,58,63,18
15822,32,30,35,28,24
15823,66,24,13,33,47
15824,50,68,64,72,24
15825,50,26,20,21,25
15826,68,50,2,71,17
15827,18,24,40,77,4
15828,80,4,10,27,31
15829,51,7,9,59,2
15830,49,9,59,16,22
15831,51,67,25,66,79
15832,18,17,65,77,41
15833,77,31,14,16,25
15834,26,44,68,49,58
15835,63,46,60,1,16
15836,17,52,67,9,22
15837,5,6,14,30,7
15838,19,17,65,3,24
15839,79,13,31,32,20
15840,10,17,18,2,9
15841,58,72,3,5,15
15842,22,46,63,64,68
15843,28,13,5,35,40
15844,40,41,17,42,61
15845,40,13,31,62,17
15846,31,36,44,6,30
15847,52,6,10,32,79
15848,45,10,80,32,11
15849,37,12,58,77,53
15850,55,64,25,1,6
15851,13,30,77,43,2
15852,50,48,36,6,54
15853,8,22,61,4,27
15854,1,23,33,41,62
15855,44,79,36,54,6
15856,11,54,80,62,68
15857,26,37,63,72,10
15858,32,77,11,22,41
15859,26,71,2,12,44
15860,10,12,24,50,55
15861,41,54,56,53,1
15862,78,33,7,11,18
15863,28,63,70,36,39
15864,33,45,55,74,18
15865,10,19,37,20,65
15866,54,42,2,68,78
15867,39,60,30,55,64
15868,50,40,26,28,39
15869,52,20,30,78,15
15870,65,68,53,60,1
15871,69,17,5,25,35
15872,66,31,1,70,43
15873,13,4,42,50,62
15874,58,71,77,30,69
15875,64,29,67,61,10
15876,60,73,54,65,41
15877,17,5,52,33,34
15878,5,35,49,44,58
15879,1,36,61,8,47
15880,9,31,16,43,44
15881,15,33,51,40,47
15882,8,44,62,37,40
15883,39,59,66,79,22
15884,27,1,69,12,13
15885,7,20,2,62,67
15886,10,23,26,24,27
15887,69,77,22,58,71
15888,32,39,54,22,24
15889,74,30,76,51,15
15890,70,41,57,58,31
15891,66,72,9,7,21
15892,46,24,4,48,49
15893,54,40,16,19,17
15894,66,34,80,3,16
15895,18,50,62,15,26
15896,54,72,13,22,27
15897,68,9,13,18,26
15898,52,34,49,59,74
15899,68,14,29,45,56
15900,57,20,15,27,46
15901,14,42,56,5,11
15902,15,9,8,22,69
15903,68,19,80,45,59
15904,39,34,38,3,9
15905,3,34,1,23,25
15906,1,50,36,46,55
15907,1,42,46,8,15
15908,2,10,16,31,78
15909,75,8,23,69,10
15910,25,24,3,18,21
15911,61,14,19,25,18
15912,42,38,18,55,5
15913,38,68,13,30,32
15914,64,17,41,48,51
15915,11,37,41,45,55
15916,49,52,58,50,76
15917,78,57,2,56,60
15918,46,7,65,66,80
15919,6,9,28,59,10
15920,4,32,8,2,23
15921,14,21,7,35,6
15922,23,39,70,19,27
15923,34,30,25,56,69
15924,33,59,62,21,45
15925,11,21,46,48,7
15926,1,30,33,55,5
15927,7,57,1,12,16
15928,20,39,9,14,41
15929,42,10,13,19,25
15930,61,49,23,28,29
15931,63,32,34,6,77
15932,31,57,78,55,30
15933,38,47,56,77,80
15934,5,15,27,80,42
15935,55,6,1,15,20
15936,24,14,36,41,61
15937,24,29,53,56,9
15938,44,51,6,12,38
15939,74,39,41,3,6
15940,24,57,61,52,37
15941,67,13,17,20,45
15942,58,37,2,69,74
15943,2,4,60,21,9
15944,53,66,72,30,34
15945,8,59,10,28,41
15946,23,8,46,54,59
15947,70,48,40,45,61
15948,67,14,26,32,18
15949,55,10,16,24,47
15950,34,44,72,65,15
15951,63,42,2,16,67
15952,3,35,58,8,32
15953,6,18,46,79,10
15954,61,8,43,51,58
15955,26,62,38,63,79
15956,37,61,60,3,11
15957,55,4,66,3,22
15958,9,46,15,49,78
15959,14,16,79,74,1
15960,8,12,15,55,23
15961,46,20,34,39,78
15962,21,55,10,38,72
15963,1,31,49,78,51
15964,75,69,10,24,37
15965,32,8,27,38,72
15966,63,50,4,43,57
15967,32,41,53,56,20
15968,65,18,12,26,45
15969,13,23,64,67,25
15970,21,31,64,76,18
15971,39,33,43,70,76
15972,55,58,35,49,74
15973,10,24,33,29,63
15974,33,71,65,78,3
15975,58,70,4,23,72
15976,51,46,13,38,1
15977,68,36,76,60,74
15978,31,53,62,25,1
15979,43,67,35,2,7
15980,34,7,4,57,13
15981,31,5,8,23,30
15982,51,76,80,15,41
15983,25,68,67,31,80
15984,51,3,41,59,69
15985,1,5,15,18,24
15986,28,20,71,72,76
15987,8,65,13,12,19
15988,28,40,65,75,36
15989,36,2,22,18,41
15990,49,44,55,27,25
15991,15,5,37,46,63
15992,11,13,27,12,26
15993,60,77,69,39,8
15994,51,79,23,45,60
15995,13,22,29,30,33
15996,27,2,44,57,13
15997,5,11,37,45,80
15998,41,14,15,35,25
15999,28,75,77,3,23
16000,54,42,46,1,14
16001,37,9,53,68,27
16002,21,1,9,50,62
16003,40,2,7,21,54
16004,80,6,42,22,43
16005,74,41,57,80,78
16006,53,5,33,35,78
16007,7,41,43,42,51
16008,72,44,62,42,14
16009,75,34,6,46,54
16010,55,8,3,70,1
16011,21,41,44,23,26
16012,60,27,73,10,70
16013,51,80,36,57,79
16014,20,7,61,73,6
16015,52,23,65,66,6
16016,58,69,16,24,42
16017,43,10,12,16,57
16018,26,59,73,56,78
16019,59,37,43,48,67
16020,10,36,79,50,80
16021,20,2,43,7,15
16022,26,11,2,36,72
16023,52,38,2,24,45
16024,65,49,22,62,6
16025,31,32,11,66,64
16026,42,62,75,16,30
16027,32,44,63,73,31
16028,50,30,1,6,14
16029,33,9,19,27,51
16030,6,15,50,10,14
16031,64,16,53,67,7
16032,17,29,27,53,10
16033,58,21,27,50,66
16034,20,28,10,53,63
16035,74,1,20,48,2
16036,64,1,9,31,50
16037,28,77,8,42,71
16038,41,61,24,3,28
16039,69,22,13,31,46
16040,65,17,20,23,31
16041,11,17,40,56,1
16042,21,5,41,78,11
16043,60,39,24,25,71
16044,14,5,17,70,72
16045,63,9,48,77,3
16046,77,2,12,50,28
16047,54,64,15,31,40
16048,26,3,16,79,52
16049,73,18,40,12,19
16050,10,22,62,49,53
16051,30,70,65,75,11
16052,22,23,34,40,57
16053,45,26,24,66,3
16054,6,75,19,68,35
16055,58,78,34,25,44
16056,4,76,32,72,22
16057,58,66,68,3,19
16058,66,51,15,57,30
16059,63,21,33,1,5
16060,60,57,68,3,31
16061,21,39,65,7,10
16062,59,24,25,48,75
16063,5,62,75,7,34
16064,39,29,61,10,21
16065,55,7,60,31,28
16066,37,16,51,54,63
16067,27,60,35,49,57
16068,7,23,5,53,14
16069,27,53,33,42,2
16070,57,60,63,68,36
16071,8,46,54,75,48
16072,22,45,68,28,39
16073,2,5,14,60,13
16074,73,20,14,43,45
16075,72,20,62,31,44
16076,20,42,22,7,36
16077,42,60,27,28,50
16078,50,35,5,57,3
16079,43,61,2,13,24
16080,60,69,21,7,3
16081,70,16,51,56,76
16082,39,27,36,59,73
16083,46,2,53,74,5
16084,31,21,32,37,8
16085,38,55,71,12,70
16086,65,60,19,42,44
16087,73,18,30,6,28
16088,22,6,16,29,42
16089,16,17,10,13,24
16090,7,8,18,49,21
16091,40,66,9,15,23
16092,35,60,80,33,11
16093,52,12,15,66,7
16094,33,60,7,8,34
16095,49,66,53,11,15
16096,11,24,42,72,66
16097,28,67,71,78,1
16098,36,38,40,52,58
16099,12,65,67,72,32
16100,13,69,3,7,20
16101,63,38,5,31,45
16102,14,57,78,23,39
16103,55,8,15,52,10
16104,62,39,8,27,77
16105,55,12,72,60,77
16106,34,72,25,32,1
16107,45,8,11,77,7
16108,14,7,15,47,80
16109,61,36,4,7,8
16110,5,39,45,50,75
16111,7,49,8,65,9
16112,35,37,34,75,25
16113,56,31,22,59,23
16114,39,32,34,63,72
16115,66,13,36,45,77
16116,46,21,56,14,68
16117,77,1,41,67,71
16118,23,29,45,2,32
16119,48,38,11,31,23
16120,10,77,28,76,66
16121,29,78,28,73,5
16122,45,34,47,70,72
16123,28,34,43,71,2
16124,18,11,35,16,19
16125,10,13,43,45,63
16126,75,79,6,7,13
16127,13,16,34,42,46
16128,33,12,25,10,15
16129,36,25,47,42,18
16130,12,61,2,9,19
16131,49,56,10,16,35
16132,42,3,63,4,16
16133,64,52,61,19,7
16134,56,51,50,41,62
16135,55,56,70,7,8
16136,61,28,72,1,15
16137,54,4,13,51,59
16138,7,15,44,67,60
16139,52,66,2,4,12
16140,18,34,1,2,9
16141,13,24,47,51,74
16142,7,34,24,33,17
16143,28,75,7,13,57
16144,57,69,42,43,44
16145,11,24,38,4,25
16146,8,9,19,24,71
16147,6,69,72,40,77
16148,13,42,45,70,71
16149,10,57,75,39,32
16150,33,2,11,80,3
16151,27,44,12,21,34
16152,16,53,2,13,18
16153,53,1,56,14,33
16154,33,45,18,63,70
16155,23,31,9,42,7
16156,37,43,14,56,66
16157,36,22,17,18,1
16158,53,16,4,6,35
16159,36,4,6,8,13
16160,38,47,7,24,45
16161,17,48,3,10,22
16162,40,45,66,80,9
16163,75,17,58,70,32
16164,48,60,4,34,45
16165,22,67,68,76,20
16166,46,56,23,44,66
16167,14,23,29,19,12
16168,80,24,5,30,40
16169,44,69,29,38,1
16170,75,24,9,13,30
16171,55,59,14,19,20
16172,33,56,58,69,76
16173,59,24,70,3,71
16174,32,73,33,46,58
16175,6,41,5,12,55
16176,55,79,49,68,7
16177,60,43,7,25,47
16178,76,52,64,32,11
16179,34,62,26,32,47
16180,19,77,64,66,3
16181,5,26,60,3,13
16182,39,45,10,53,72
16183,66,44,20,37,51
16184,70,43,44,57,56
16185,22,28,30,31,53
16186,28,58,3,7,29
16187,46,50,10,22,37
16188,8,47,39,35,38
16189,75,77,5,9,22
16190,70,25,19,54,9
16191,11,49,61,80,24
16192,55,8,47,32,37
16193,34,60,70,37,64
16194,16,24,71,2,25
16195,26,7,37,72,5
16196,58,28,29,37,30
16197,32,21,25,31,55
16198,57,12,14,43,1
16199,49,30,48,28,41
16200,29,45,24,30,31
16201,53,45,35,41,70
16202,39,10,64,18,79
16203,47,48,76,4,6
16204,30,80,61,71,1
16205,32,69,5,29,35
16206,79,2,69,24,22
16207,33,6,62,53,67
16208,14,80,8,13,29
16209,33,78,3,15,46
16210,20,16,24,31,39
16211,1,4,49,65,36
16212,26,11,20,2,35
16213,63,1,33,19,3
16214,38,55,36,6,17
16215,35,27,65,69,8
16216,4,18,28,33,68
16217,54,69,5,6,23
16218,10,68,52,30,35
16219,49,22,55,72,10
16220,18,5,35,54,27
16221,33,19,4,16,53
16222,38,67,61,2,9
16223,31,6,27,61,19
16224,26,72,5,13,25
16225,59,38,44,61,4
16226,54,50,11,40,65
16227,44,53,40,24,30
16228,52,80,8,9,16
16229,4,32,36,55,49
16230,56,44,31,80,2
16231,16,46,69,75,80
16232,46,70,40,45,61
16233,37,76,5,11,52
16234,19,46,49,75,55
16235,8,16,4,15,30
16236,52,36,55,57,11
16237,61,73,4,9,28
16238,12,64,45,63,77
16239,43,31,68,23,78
16240,14,30,47,51,55
16241,66,43,53,67,21
16242,68,41,7,17,46
16243,43,6,54,55,61
16244,25,28,63,65,4
16245,63,6,74,42,44
16246,33,39,4,13,25
16247,71,59,4,27,56
16248,71,2,50,58,78
16249,8,52,66,68,11
16250,60,52,9,44,66
16251,18,19,56,64,78
16252,52,73,16,17,62
16253,75,14,55,54,74
16254,34,37,3,7,9
16255,61,27,42,34,60
16256,3,8,41,50,25
16257,18,45,37,56,38
16258,79,39,7,27,30
16259,10,54,60,72,14
16260,76,74,41,57,11
16261,4,39,66,74,13
16262,71,75,21,7,52
16263,26,29,79,54,13
16264,20,52,32,2,10
16265,11,63,26,60,61
16266,1,25,49,76,73
16267,9,17,4,41,47
16268,4,29,33,71,73
16269,74,51,63,13,45
16270,5,30,59,1,21
16271,67,24,27,73,2
16272,6,21,66,28,77
16273,4,58,12,30,57
16274,1,26,2,49,60
16275,47,20,69,26,33
16276,7,21,5,32,54
16277,18,29,70,41,28
16278,13,72,35,3,7
16279,26,79,24,66,6
16280,51,80,73,2,34
16281,47,55,26,49,69
16282,46,4,26,36,50
16283,12,60,72,45,4
16284,79,1,36,60,11
16285,39,75,1,13,31
16286,57,45,1,6,19
16287,13,30,10,77,14
16288,74,65,36,7,10
16289,15,13,37,70,4
16290,35,3,31,75,17
16291,45,7,38,65,9
16292,53,30,37,5,34
16293,68,18,63,72,78
16294,43,77,12,26,1
16295,14,56,37,52,1
16296,21,10,27,39,15
16297,15,47,70,59,67
16298,54,34,37,4,61
16299,35,28,76,49,70
16300,66,22,43,2,23
16301,9,32,39,64,4
16302,32,35,61,33,41
16303,16,59,19,69,1
16304,19,8,18,61,2
16305,46,10,26,55,6
16306,33,70,46,8,13
16307,67,18,14,16,2
16308,23,29,2,7,11
16309,2,4,6,48,23
16310,45,24,55,19,30
16311,38,80,13,19,44
16312,4,27,32,34,54
16313,70,74,19,20,24
16314,26,50,2,79,40
16315,40,61,51,74,77
16316,9,19,33,59,68
16317,53,71,37,4,24
16318,33,6,54,49,3
16319,6,68,33,45,47
16320,37,45,49,32,5
16321,7,75,5,30,41
16322,45,12,48,39,50
16323,14,16,26,78,80
16324,75,54,55,60,68
16325,75,4,26,47,48
16326,44,63,30,45,18
16327,42,50,4,25,37
16328,21,23,77,68,72
16329,38,1,5,72,30
16330,30,47,16,63,8
16331,22,7,8,52,17
16332,54,57,73,66,46
16333,77,12,57,59,67
16334,15,3,42,79,68
16335,11,44,1,59,3
16336,26,31,57,3,12
16337,28,59,77,8,50
16338,8,27,78,46,23
16339,73,30,50,3,38
16340,43,12,23,38,32
16341,62,47,19,8,36
16342,19,11,57,76,21
16343,53,44,73,78,1
16344,6,51,31,30,57
16345,66,46,3,36,45
16346,64,4,37,40,60
16347,38,33,9,39,44
16348,47,43,38,26,57
16349,19,48,3,5,59
16350,21,64,48,77,5
16351,4,78,64,8,80
16352,8,15,32,34,10
16353,46,15,5,6,22
16354,1,48,32,33,30
16355,11,3,71,15,54
16356,47,17,27,70,1
16357,67,54,74,59,5
16358,62,43,78,79,27
16359,23,67,53,43,8
16360,12,3,14,27,42
16361,56,25,60,7,13
16362,80,32,34,60,2
16363,22,68,77,23,34
16364,5,74,51,58,59
16365,16,64,76,10,13
16366,68,17,5,54,25
16367,25,2,65,12,27
16368,5,44,66,79,10
16369,47,52,24,2,8
16370,18,39,23,65,1
16371,8,17,45,50,80
16372,28,33,36,73,14
16373,29,5,20,3,30
16374,3,21,45,29,50
16375,3,19,32,76,16
16376,53,24,18,21,75
16377,60,4,38,33,70
16378,8,12,23,41,10
16379,68,4,5,47,58
16380,19,29,70,74,25
16381,5,13,80,9,16
16382,10,55,15,23,28
16383,25,72,52,30,1
16384,37,26,33,4,22
16385,19,59,34,40,16
16386,9,38,67,77,5
16387,1,26,54,76,6
16388,39,30,59,70,4
16389,51,9,29,67,2
16390,6,33,60,8,23
16391,73,41,23,5,40
16392,23,10,14,73,78
16393,46,52,34,37,14
16394,4,77,15,66,10
16395,15,39,71,10,14
16396,79,25,31,44,7
16397,13,19,75,16,39
16398,18,19,70,72,10
16399,65,14,31,43,59
16400,79,15,31,28,73
16401,67,24,46,64,79
16402,20,56,6,16,25
16403,49,4,5,43,12
16404,3,36,30,51,4
16405,37,5,17,21,42
16406,69,46,4,19,39
16407,66,11,5,64,10
16408,33,20,46,60,72
16409,64,14,18,28,33
16410,24,62,3,20,26
16411,61,52,6,13,49
16412,76,47,60,45,13
16413,23,76,5,30,31
16414,51,36,16,75,54
16415,36,58,21,56,57
16416,13,65,7,33,57
16417,23,3,46,1,4
16418,50,25,43,37,1
16419,77,13,8,3,7
16420,12,80,16,57,69
16421,76,8,64,11,62
16422,45,30,55,40,56
16423,69,13,26,3,33
16424,4,27,35,38,53
16425,22,9,10,67,2
16426,32,17,22,34,8
16427,10,80,65,21,68
16428,69,5,34,51,78
16429,24,51,39,72,7
16430,47,28,58,34,43
16431,27,67,70,36,79
16432,77,49,7,44,76
16433,13,25,80,54,48
16434,18,6,36,70,74
16435,78,45,43,53,61
16436,25,30,67,19,76
16437,22,44,2,16,27
16438,5,1,24,71,3
16439,21,13,48,2,26
16440,71,18,67,15,30
16441,39,29,32,80,23
16442,73,31,4,7,13
16443,12,19,39,8,49
16444,29,59,18,75,2
16445,61,20,29,69,2
16446,43,67,6,28,62
16447,46,47,9,41,45
16448,38,3,29,78,31
16449,10,39,48,74,33
16450,12,58,65,61,14
16451,26,62,7,23,16
16452,42,58,7,16,20
16453,18,29,32,11,62
16454,20,56,12,37,14
16455,35,36,34,48,49
16456,41,1,57,56,11
16457,8,78,2,12,67
16458,72,14,42,50,21
16459,32,6,7,19,55
16460,18,34,11,29,32
16461,22,48,17,37,52
16462,7,47,5,17,28
16463,33,6,15,69,46
16464,10,34,68,27,32
16465,39,71,75,2,10
16466,6,31,20,35,52
16467,44,59,21,28,41
16468,66,65,28,41,60
16469,80,21,63,79,22
16470,74,12,11,43,66
16471,72,7,13,15,26
16472,24,31,10,38,46
16473,38,49,57,61,5
16474,2,9,37,33,40
16475,31,46,3,26,60
16476,18,73,23,33,71
16477,7,54,4,12,14
16478,34,75,8,37,68
16479,54,19,10,11,24
16480,14,28,24,57,22
16481,65,59,16,6,14
16482,12,19,7,20,29
16483,38,12,50,56,61
16484,55,24,10,36,7
16485,12,24,22,23,27
16486,28,16,23,38,39
16487,15,38,42,49,78
16488,24,21,50,6,27
16489,24,34,60,62,37
16490,34,8,21,35,67
16491,67,25,42,43,44
16492,42,1,36,51,71
16493,20,66,17,56,14
16494,58,68,30,77,78
16495,5,29,38,12,18
16496,65,3,38,39,55
16497,54,60,14,41,27
16498,36,34,44,4,19
16499,8,36,57,31,38
16500,61,8,48,2,3
16501,19,4,27,43,65
16502,21,2,31,19,47
16503,77,41,42,44,48
16504,45,68,53,56,23
16505,42,27,28,40,47
16506,18,16,48,62,8
16507,14,54,66,67,72
16508,75,21,3,10,41
16509,3,21,56,49,79
16510,30,5,9,60,76
16511,71,14,34,74,44
16512,21,48,75,31,35
16513,30,1,3,9,16
16514,19,76,11,14,25
16515,44,17,39,67,77
16516,64,12,46,59,66
16517,29,66,71,18,2
16518,42,48,77,40,53
16519,7,16,80,42,46
16520,26,27,24,63,29
16521,19,73,15,62,13
16522,21,24,74,65,3
16523,33,16,46,44,47
16524,8,28,58,22,64
16525,32,62,68,24,25
16526,47,4,67,49,60
16527,28,25,37,8,15
16528,19,20,25,72,16
16529,59,3,13,34,32
16530,76,50,60,36,38
16531,76,29,23,3,6
16532,6,24,40,23,28
16533,9,49,58,20,40
16534,18,53,61,76,33
16535,13,35,49,18,3
16536,19,30,37,48,26
16537,34,19,44,74,23
16538,72,27,62,73,2
16539,9,57,62,18,37
16540,25,36,44,45,64
16541,50,3,26,46,1
16542,58,34,32,50,62
16543,24,12,43,48,9
16544,56,71,1,79,8
16545,22,59,71,79,4
16546,51,25,23,38,11
16547,15,24,67,13,22
16548,11,55,80,18,19
16549,4,65,15,21,1
16550,57,71,12,22,8
16551,12,53,20,38,13
16552,56,18,43,34,41
16553,75,14,43,79,2
16554,63,18,15,22,31
16555,42,3,17,32,33
16556,40,19,22,24,49
16557,46,19,47,1,15
16558,76,20,9,34,22
16559,56,6,37,3,47
16560,12,62,4,80,11
16561,32,23,29,1,28
16562,56,15,38,26,48
16563,8,15,5,65,22
16564,27,74,32,25,2
16565,73,75,12,46,74
16566,41,13,15,53,69
16567,27,58,77,7,17
16568,73,30,55,70,2
16569,31,61,70,24,39
16570,32,33,54,77,35
16571,14,69,5,21,42
16572,36,53,62,75,8
16573,2,73,3,60,1
16574,68,62,67,60,53
16575,25,1,22,51,2
16576,54,39,4,44,32
16577,16,40,41,57,3
16578,9,46,40,48,55
16579,61,42,8,31,52
16580,46,58,68,33,12
16581,49,60,76,4,80
16582,75,34,20,3,38
16583,38,61,49,69,4
16584,5,7,12,34,16
16585,38,32,39,41,80
16586,44,11,53,64,40
16587,44,58,33,14,31
16588,13,67,52,51,60
16589,32,58,19,57,63
16590,4,22,33,57,21
16591,39,70,62,76,74
16592,56,64,59,70,48
16593,34,48,73,77,14
16594,61,66,10,74,5
16595,36,33,45,53,2
16596,76,9,11,17,19
16597,68,46,77,36,47
16598,76,27,46,42,77
16599,40,78,3,22,35
16600,22,9,47,65,10
16601,52,25,68,19,23
16602,4,46,60,21,62
16603,10,8,15,24,80
16604,23,8,12,16,35
16605,30,24,46,1,73
16606,21,22,60,17,34
16607,37,41,34,7,32
16608,13,33,46,19,34
16609,41,80,7,57,74
16610,13,65,9,32,76
16611,68,11,2,58,28
16612,60,57,59,44,53
16613,11,2,76,25,61
16614,34,36,63,5,20
16615,80,5,36,48,62
16616,50,23,31,66,77
16617,11,53,43,70,7
16618,50,73,75,68,23
16619,6,51,2,76,12
16620,17,55,30,38,73
16621,43,1,21,41,25
16622,29,28,1,30,31
16623,32,58,76,2,13
16624,12,38,37,76,7
16625,53,20,27,52,70
16626,12,38,61,47,5
16627,10,24,4,29,30
16628,15,22,24,38,49
16629,47,53,78,58,69
16630,55,36,67,70,2
16631,55,14,38,51,59
16632,19,20,37,59,34
16633,5,11,2,50,67
16634,19,27,25,52,75
16635,37,12,28,1,9
16636,66,41,1,9,25
16637,44,47,15,32,38
16638,7,8,18,20,45
16639,8,40,71,11,2
16640,35,26,71,6,25
16641,66,2,75,51,52
16642,79,34,66,58,73
16643,43,36,35,56,12
16644,1,60,2,3,29
16645,31,35,13,16,28
16646,21,1,9,44,4
16647,37,5,6,15,48
16648,2,8,52,70,7
16649,3,32,34,66,2
16650,37,9,29,10,17
16651,53,80,7,61,76
16652,35,37,3,12,50
16653,1,76,53,45,59
16654,45,73,6,35,64
16655,2,21,55,49,74
16656,19,6,57,3,9
16657,26,28,3,47,8
16658,57,80,51,26,62
16659,4,31,61,13,15
16660,33,23,37,42,60
16661,15,35,8,38,6
16662,7,11,12,45,1
16663,7,14,4,48,66
16664,20,23,32,49,58
16665,60,12,33,37,66
16666,77,26,36,44,41
16667,28,52,64,22,23
16668,67,4,21,30,48
16669,80,12,36,61,68
16670,56,41,15,67,44
16671,30,75,77,14,7
16672,13,74,78,79,12
16673,73,34,9,68,16
16674,4,1,18,36,67
16675,53,19,50,60,21
16676,25,31,27,29,33
16677,74,38,62,75,65
16678,2,20,13,51,57
16679,19,11,44,46,18
16680,3,34,13,27,57
16681,31,8,41,48,77
16682,12,14,51,17,25
16683,1,31,57,29,2
16684,5,12,59,70,36
16685,52,32,40,2,3
16686,6,9,15,68,1
16687,46,8,61,43,45
16688,71,55,69,70,43
16689,22,51,45,57,4
16690,7,35,77,5,68
16691,30,10,29,7,8
16692,26,71,76,56,6
16693,35,2,40,51,53
16694,8,33,38,52,76
16695,57,7,16,34,29
16696,15,4,51,23,47
16697,45,63,38,12,59
16698,2,60,56,7,16
16699,3,37,19,13,15
16700,19,56,24,44,61
16701,33,17,32,53,55
16702,8,41,59,64,19
16703,46,80,18,42,76
16704,47,7,8,2,60
16705,62,19,3,16,30
16706,31,6,15,64,73
16707,3,7,13,19,1
16708,59,18,75,19,42
16709,1,10,25,34,57
16710,7,49,59,69,80
16711,4,35,6,12,40
16712,6,67,46,79,2
16713,19,43,7,9,36
16714,26,21,6,22,46
16715,18,72,28,30,54
16716,49,35,2,22,42
16717,5,71,1,4,54
16718,12,15,8,38,44
16719,52,71,3,34,4
16720,75,8,31,54,56
16721,20,29,79,9,18
16722,33,6,12,22,61
16723,75,46,30,3,15
16724,16,26,28,35,39
16725,67,28,13,6,8
16726,11,7,5,52,57
16727,45,75,55,1,8
16728,6,7,53,72,64
16729,5,52,33,37,6
16730,61,32,56,25,18
16731,31,79,21,36,18
16732,19,39,13,1,2
16733,1,72,6,24,65
16734,38,25,65,56,17
16735,7,20,50,38,28
16736,25,56,54,61,23
16737,13,18,30,63,26
16738,60,14,25,72,34
16739,16,1,28,52,63
16740,46,60,21,31,36
16741,33,7,27,12,22
16742,41,61,80,3,14
16743,4,29,36,6,71
16744,27,53,54,9,19
16745,41,68,80,61,26
16746,9,49,59,1,6
16747,6,23,52,36,74
16748,43,67,75,20,31
16749,60,6,50,21,29
16750,78,48,7,39,10
16751,50,30,33,47,60
16752,80,28,56,79,47
16753,5,59,30,31,52
16754,15,19,48,52,78
16755,50,52,20,47,67
16756,7,63,1,28,40
16757,11,64,62,42,53
16758,30,45,10,12,7
